"Comment ID","Timestamp GMT",Author,"Author email","Author URL",Type,Parent,Comment
526,2005-08-01T17:02:00+00:00,Fin,,,comment,0,"As I don’t work with a group on such things, I have to make do with reading them.

I might try to bring them up with my family sometime and see what happens. I wonder if I could fit them all into one sentence?"
527,2005-08-01T17:45:00+00:00,leff,,,comment,0,"do they have any more open positions? (for potential immigrants? (please say yes))"
528,2005-08-02T08:32:00+00:00,Pip,,,comment,0,"fin, I think their heads might explode. beware flying craniums.

leff – who knows what strings I could pull for the right merikan?"
529,2005-08-02T13:07:00+00:00,Anonymous,,,comment,0,"You mean noone’s mentioned vlogging, yet? Or blikis?

I’m shocked. Shocked!

– em"
530,2005-08-02T13:33:00+00:00,Pip,,,comment,0,"haha! 🙂"
531,2005-08-02T17:25:00+00:00,amillionlittlepieces,,,comment,0,"Wish I worked somewhere where people used words that mean things. I have to listen to:

“It’s not rocket science” (when it is)

“vanilla layer” (in any context, really, any)

“transitional enabler” – wtf…"
532,2005-08-02T19:51:00+00:00,Pip,,,comment,0,"hmm, I smell consultant 🙂"
533,2005-08-03T16:15:00+00:00,Yvonne,,,comment,0,"Go on, what *is* a “folksonomy”? Presumably some kind of redneck version of a taxonomy? Unless it’s from New Hampshire, where they don’t have tax…"
534,2005-08-03T18:20:00+00:00,Pip,,,comment,0,"It’s “a neologism for a practice of collaborative categorization using freely chosen keywords.” ([ahem](http://en.wikipedia.org/wiki/Folksonomy ""Wikipedia's article on Folksonomy"")).

You know, tagging; like in del.ico.us, flickr and technorati."
535,2005-08-13T02:06:00+00:00,Sara,,,comment,0,"I work in a gvmt environment and have heard most of those, aside from the ones below. I’ll have to look them up and see what they mean.

\# Folksonomies  
\# Emergent taxonomies  
\# Ontologies"
